report_date,child_asin,ppc_product,buy_box_group,sessions_total,page_views_total,unit_session_percentage,units_ordered,ordered_product_sales,featured_offer_buy_box_percentage
2022-10-01,B0V33TYWGY,0,Low Buy Box,3580,3983,0.78,28,522.87,21.99
2022-11-01,B0V33TYWGY,0,Low Buy Box,1917,2158,0.99,19,796.34,24.89
2022-12-01,B0V33TYWGY,0,Low Buy Box,4189,5425,0.33,14,534.09,53.83
2023-01-01,B0V33TYWGY,0,Low Buy Box,2724,3173,0.15,4,84.46,76.21
2023-02-01,B0V33TYWGY,0,High Buy Box,50,71,52.0,26,669.63,53.05
2023-03-01,B0V33TYWGY,0,Low Buy Box,6758,9455,0.03,2,88.79,75.67
2023-04-01,B0V33TYWGY,0,High Buy Box,297,407,14.48,43,1468.29,37.96
2023-05-01,B0V33TYWGY,0,High Buy Box,2197,2824,1.96,43,1393.28,52.43
2023-06-01,B0V33TYWGY,0,Low Buy Box,2811,3941,0.11,3,100.33,62.25
2023-07-01,B0V33TYWGY,0,High Buy Box,8604,13184,0.22,19,725.25,47.14
2023-08-01,B0V33TYWGY,0,Low Buy Box,434,618,4.84,21,1104.44,71.82
2023-09-01,B0V33TYWGY,0,High Buy Box,938,1264,3.09,29,1432.89,56.3
2023-10-01,B0V33TYWGY,0,Low Buy Box,123,155,5.69,7,151.33,65.47
2023-11-01,B0V33TYWGY,0,Low Buy Box,225,285,6.67,15,811.73,32.51
2023-12-01,B0V33TYWGY,0,Low Buy Box,3495,4438,0.49,17,274.69,40.18
2024-01-01,B0V33TYWGY,0,Low Buy Box,934,1301,0.21,2,101.56,68.0
2022-04-01,B000SHWYN0,0,Low Buy Box,330,426,0.0,0,0.0,55.31
2022-05-01,B000SHWYN0,0,High Buy Box,1730,1956,1.27,22,919.76,66.36
2022-06-01,B000SHWYN0,0,Low Buy Box,160,221,1.88,3,91.22,22.56
2022-07-01,B000SHWYN0,0,Low Buy Box,1506,2308,0.4,6,198.1,57.75
2022-08-01,B000SHWYN0,0,Low Buy Box,697,822,4.02,28,769.62,44.72
2022-09-01,B000SHWYN0,0,High Buy Box,964,1221,1.35,13,472.88,44.23
2022-10-01,B000SHWYN0,0,High Buy Box,660,884,1.82,12,483.58,43.97
2022-11-01,B000SHWYN0,0,High Buy Box,340,412,2.35,8,241.87,25.43
2022-12-01,B000SHWYN0,0,Low Buy Box,1074,1459,2.33,25,783.01,33.01
2023-01-01,B000SHWYN0,0,Low Buy Box,1236,1323,1.29,16,315.59,79.09
2023-02-01,B000SHWYN0,0,Low Buy Box,1284,1882,0.86,11,401.4,62.52
2023-03-01,B000SHWYN0,0,High Buy Box,1382,2079,4.2,58,1346.31,33.2
2023-04-01,B000SHWYN0,0,High Buy Box,1845,2783,0.87,16,357.06,23.7
2023-05-01,B000SHWYN0,0,High Buy Box,4700,6390,0.47,22,512.94,56.77
2023-06-01,B000SHWYN0,0,Low Buy Box,8838,11957,0.12,11,418.82,51.08
2023-07-01,B000SHWYN0,0,Low Buy Box,1830,2327,0.38,7,189.73,87.8
2023-08-01,B000SHWYN0,0,Low Buy Box,8493,9771,0.33,28,1144.44,23.92
2023-09-01,B000SHWYN0,0,Low Buy Box,1553,1904,1.16,18,521.99,48.77
2023-10-01,B000SHWYN0,0,High Buy Box,2993,3200,0.07,2,86.6,51.32
2023-11-01,B000SHWYN0,0,High Buy Box,2508,3322,0.32,8,383.83,85.6
2023-12-01,B000SHWYN0,0,Low Buy Box,555,668,9.01,50,874.55,30.96
2024-01-01,B000SHWYN0,0,Low Buy Box,2598,3763,0.96,25,942.05,31.21
2022-04-01,B0MWQ9HN7W,0,Low Buy Box,10904,14470,0.22,24,515.54,42.65
2022-05-01,B0MWQ9HN7W,0,Low Buy Box,5563,6286,0.23,13,647.85,62.82
2022-06-01,B0MWQ9HN7W,0,Low Buy Box,755,847,1.59,12,277.01,47.11
2022-07-01,B0MWQ9HN7W,0,Low Buy Box,1086,1165,0.55,6,228.68,50.38
2022-08-01,B0MWQ9HN7W,0,Low Buy Box,1432,1948,1.82,26,380.56,87.53
2022-09-01,B0MWQ9HN7W,0,Low Buy Box,3477,3912,2.7,94,5253.91,16.41
2022-10-01,B0MWQ9HN7W,0,Low Buy Box,1365,1882,0.44,6,231.48,76.91
2022-11-01,B0MWQ9HN7W,0,Low Buy Box,252,324,7.54,19,478.86,44.62
2022-12-01,B0MWQ9HN7W,0,Low Buy Box,552,711,4.17,23,1098.17,23.27
2023-01-01,B0MWQ9HN7W,0,High Buy Box,153,172,1.96,3,111.34,60.09
2023-02-01,B0MWQ9HN7W,0,Low Buy Box,1197,1525,0.42,5,95.33,50.48
2023-03-01,B0MWQ9HN7W,0,High Buy Box,7146,8410,0.07,5,115.78,14.95
2023-04-01,B0MWQ9HN7W,0,Low Buy Box,1720,2545,1.28,22,415.14,65.22
2023-05-01,B0MWQ9HN7W,0,Low Buy Box,39,45,46.15,18,278.87,60.94
2023-06-01,B0MWQ9HN7W,0,Low Buy Box,1655,2375,0.18,3,108.35,59.53
2023-07-01,B0MWQ9HN7W,0,Low Buy Box,1321,2005,2.04,27,1040.39,55.45
2023-08-01,B0MWQ9HN7W,0,Low Buy Box,1252,1844,0.24,3,96.34,62.73
2023-09-01,B0MWQ9HN7W,0,High Buy Box,2009,2581,0.15,3,99.8,23.17
2023-10-01,B0MWQ9HN7W,0,High Buy Box,8103,8839,0.06,5,75.48,63.5
2023-11-01,B0MWQ9HN7W,0,High Buy Box,197,257,0.0,0,0.0,21.23
2023-12-01,B0MWQ9HN7W,0,Low Buy Box,1111,1284,2.34,26,1030.42,71.42
2024-01-01,B0MWQ9HN7W,0,High Buy Box,1536,1715,0.65,10,215.98,28.02
2022-04-01,B05QEWZR5S,0,Low Buy Box,885,1315,0.34,3,129.67,64.17
2022-05-01,B05QEWZR5S,0,Low Buy Box,2954,3573,0.91,27,1202.91,39.61
2022-06-01,B05QEWZR5S,0,High Buy Box,1006,1111,0.5,5,286.11,17.79
2022-07-01,B05QEWZR5S,0,High Buy Box,768,1091,1.04,8,180.28,56.67
2022-08-01,B05QEWZR5S,0,High Buy Box,550,771,2.0,11,624.69,56.53
2022-09-01,B05QEWZR5S,0,Low Buy Box,1494,1569,0.27,4,198.13,20.51
2022-10-01,B05QEWZR5S,0,High Buy Box,440,613,7.05,31,1026.26,21.89
2022-11-01,B05QEWZR5S,0,High Buy Box,1338,1996,0.52,7,297.87,49.53
2022-12-01,B05QEWZR5S,0,Low Buy Box,625,708,0.32,2,123.67,33.43
2023-01-01,B05QEWZR5S,0,High Buy Box,596,788,1.34,8,426.32,82.79
2023-02-01,B05QEWZR5S,0,High Buy Box,1903,2519,0.58,11,224.73,33.46
2023-03-01,B05QEWZR5S,0,High Buy Box,3456,4521,0.29,10,352.41,38.09
2023-04-01,B05QEWZR5S,0,Low Buy Box,3289,3636,0.0,0,0.0,80.0
2023-05-01,B05QEWZR5S,0,Low Buy Box,3457,5231,0.52,18,623.59,78.64
2023-06-01,B05QEWZR5S,0,Low Buy Box,96,121,3.12,3,174.67,30.2
2023-07-01,B05QEWZR5S,0,Low Buy Box,1270,1682,1.5,19,819.77,4.2
2023-08-01,B05QEWZR5S,0,Low Buy Box,1059,1492,0.57,6,236.21,53.61
2023-09-01,B05QEWZR5S,0,High Buy Box,751,975,0.4,3,82.58,39.33
2023-10-01,B05QEWZR5S,0,Low Buy Box,3728,5167,0.03,1,17.05,72.14
2023-11-01,B05QEWZR5S,0,High Buy Box,101,134,4.95,5,200.57,42.82
2023-12-01,B05QEWZR5S,0,Low Buy Box,4415,6054,0.68,30,1060.0,69.94
2024-01-01,B05QEWZR5S,0,High Buy Box,1015,1414,0.0,0,0.0,61.61
2022-04-01,B0JLNEGC2T,0,Low Buy Box,605,846,1.98,12,526.23,22.42
2022-05-01,B0JLNEGC2T,0,Low Buy Box,6851,10558,0.1,7,215.51,81.55
2022-06-01,B0JLNEGC2T,0,Low Buy Box,6257,8810,0.16,10,461.11,42.1
2022-07-01,B0JLNEGC2T,0,Low Buy Box,8416,11593,0.14,12,186.59,52.86
2022-08-01,B0JLNEGC2T,0,High Buy Box,1960,2778,0.1,2,64.64,69.07
2022-09-01,B0JLNEGC2T,0,Low Buy Box,2318,3420,1.12,26,998.59,87.03
2022-10-01,B0JLNEGC2T,0,High Buy Box,732,783,5.74,42,715.49,32.12
2022-11-01,B0JLNEGC2T,0,Low Buy Box,93,130,35.48,33,1273.3,27.56
2022-12-01,B0JLNEGC2T,0,Low Buy Box,1837,2643,0.65,12,232.64,71.67
2023-01-01,B0JLNEGC2T,0,High Buy Box,6853,7711,0.2,14,663.0,27.32
2023-02-01,B0JLNEGC2T,0,Low Buy Box,2012,3066,2.24,45,1025.53,60.28
2023-03-01,B0JLNEGC2T,0,Low Buy Box,2695,4067,0.82,22,1102.97,75.92
2023-04-01,B0JLNEGC2T,0,High Buy Box,4867,6859,0.04,2,39.88,26.12
2023-05-01,B0JLNEGC2T,0,High Buy Box,1218,1644,0.49,6,117.31,50.84
2023-06-01,B0JLNEGC2T,0,Low Buy Box,158,201,3.8,6,77.67,43.26
2023-07-01,B0JLNEGC2T,0,Low Buy Box,3292,3749,0.3,10,475.38,57.13
2023-08-01,B0JLNEGC2T,0,High Buy Box,1457,1586,1.44,21,464.4,63.81
2023-09-01,B0JLNEGC2T,0,Low Buy Box,612,730,0.82,5,150.9,97.68
2023-10-01,B0JLNEGC2T,0,Low Buy Box,767,862,0.0,0,0.0,24.68
2023-11-01,B0JLNEGC2T,0,High Buy Box,111,156,20.72,23,1236.53,64.06
2023-12-01,B0JLNEGC2T,0,Low Buy Box,1287,1371,0.78,10,347.92,38.51
2024-01-01,B0JLNEGC2T,0,Low Buy Box,448,614,4.02,18,304.69,10.26
2022-04-01,B0JC69BLXD,0,Low Buy Box,7707,11717,0.39,30,1745.47,19.7
2022-05-01,B0JC69BLXD,0,High Buy Box,588,825,3.91,23,653.88,14.42
2022-06-01,B0JC69BLXD,0,High Buy Box,8641,11516,0.06,5,188.66,80.86
2022-07-01,B0JC69BLXD,0,High Buy Box,1887,2572,0.0,0,0.0,94.44
2022-08-01,B0JC69BLXD,0,Low Buy Box,385,514,3.38,13,728.23,38.01
2022-09-01,B0JC69BLXD,0,Low Buy Box,3195,3723,0.31,10,421.3,35.3
2022-10-01,B0JC69BLXD,0,Low Buy Box,506,705,0.59,3,64.26,72.42
2022-11-01,B0JC69BLXD,0,Low Buy Box,5454,6207,0.15,8,311.06,60.19
2022-12-01,B0JC69BLXD,0,Low Buy Box,2113,3096,0.99,21,867.33,56.42
2023-01-01,B0JC69BLXD,0,Low Buy Box,1004,1259,9.06,91,3352.46,72.8
2023-02-01,B0JC69BLXD,0,Low Buy Box,1797,2052,2.23,40,1599.84,31.77
2023-03-01,B0JC69BLXD,0,High Buy Box,6221,9533,0.87,54,3173.16,87.48
2023-04-01,B0JC69BLXD,0,Low Buy Box,2371,3179,0.84,20,711.97,37.64
2023-05-01,B0JC69BLXD,0,Low Buy Box,1794,2301,0.11,2,64.92,42.52
2023-06-01,B0JC69BLXD,0,High Buy Box,300,395,4.67,14,682.7,18.89
2023-07-01,B0JC69BLXD,0,Low Buy Box,399,422,1.5,6,143.78,69.06
2023-08-01,B0JC69BLXD,0,Low Buy Box,845,1281,0.83,7,189.69,30.78
2023-09-01,B0JC69BLXD,0,Low Buy Box,2489,3586,0.8,20,1140.52,59.33
2023-10-01,B0JC69BLXD,0,High Buy Box,541,597,2.03,11,318.28,67.41
2023-11-01,B0JC69BLXD,0,High Buy Box,88,125,6.82,6,142.48,59.28
2023-12-01,B0JC69BLXD,0,Low Buy Box,2251,3233,1.95,44,1434.3,35.58
2024-01-01,B0JC69BLXD,0,High Buy Box,741,1043,8.5,63,2410.88,26.98
2022-04-01,B0D8NDZ5YQ,0,Low Buy Box,1006,1265,0.6,6,147.95,53.8
2022-05-01,B0D8NDZ5YQ,0,Low Buy Box,4677,5843,0.06,3,92.34,24.18
2022-06-01,B0D8NDZ5YQ,0,Low Buy Box,6538,9146,0.29,19,652.12,40.14
2022-07-01,B0D8NDZ5YQ,0,High Buy Box,313,387,22.36,70,2339.12,48.41
2022-08-01,B0D8NDZ5YQ,0,High Buy Box,367,487,5.18,19,288.41,20.17
2022-09-01,B0D8NDZ5YQ,0,Low Buy Box,3344,5110,0.63,21,511.1,11.77
2022-10-01,B0D8NDZ5YQ,0,Low Buy Box,352,458,1.14,4,147.86,54.05
2022-11-01,B0D8NDZ5YQ,0,Low Buy Box,2676,2983,1.08,29,1196.17,14.32
2022-12-01,B0D8NDZ5YQ,0,Low Buy Box,353,519,3.4,12,628.84,42.12
2023-01-01,B0D8NDZ5YQ,0,Low Buy Box,966,1383,4.04,39,1272.48,59.91
2023-02-01,B0D8NDZ5YQ,0,High Buy Box,4219,5745,0.21,9,432.93,46.21
2023-03-01,B0D8NDZ5YQ,0,Low Buy Box,980,1137,3.57,35,1406.76,87.25
2023-04-01,B0D8NDZ5YQ,0,Low Buy Box,2307,3542,0.17,4,174.84,11.12
2023-05-01,B0D8NDZ5YQ,0,Low Buy Box,1414,1784,0.5,7,254.55,19.8
2023-06-01,B0D8NDZ5YQ,0,Low Buy Box,1461,1722,1.85,27,944.34,28.12
2023-07-01,B0D8NDZ5YQ,0,Low Buy Box,11499,13251,0.32,37,1758.91,65.92
2023-08-01,B0D8NDZ5YQ,0,High Buy Box,2677,4134,0.41,11,555.32,61.25
2023-09-01,B0D8NDZ5YQ,0,High Buy Box,143,187,0.7,1,25.32,58.52
2023-10-01,B0D8NDZ5YQ,0,Low Buy Box,3101,4733,3.13,97,4828.26,43.14
2023-11-01,B0D8NDZ5YQ,0,Low Buy Box,407,557,9.34,38,597.66,79.43
2023-12-01,B0D8NDZ5YQ,0,Low Buy Box,552,698,0.72,4,145.14,47.17
2024-01-01,B0D8NDZ5YQ,0,Low Buy Box,1993,2883,4.77,95,5130.93,21.09
2022-04-01,B0NS22DM2W,0,Low Buy Box,6209,7725,0.11,7,190.27,44.54
2022-05-01,B0NS22DM2W,0,Low Buy Box,5797,6873,0.09,5,283.3,41.68
2022-06-01,B0NS22DM2W,0,Low Buy Box,1138,1650,1.14,13,607.34,5.05
2022-07-01,B0NS22DM2W,0,Low Buy Box,116,129,2.59,3,82.33,79.6
2022-08-01,B0NS22DM2W,0,Low Buy Box,1336,1904,0.45,6,118.53,39.72
2022-09-01,B0NS22DM2W,0,Low Buy Box,1369,1672,0.58,8,221.86,62.99
2022-10-01,B0NS22DM2W,0,High Buy Box,4293,5513,0.16,7,258.92,38.47
2022-11-01,B0NS22DM2W,0,Low Buy Box,4817,7156,0.75,36,1418.16,35.09
2022-12-01,B0NS22DM2W,0,Low Buy Box,547,671,7.68,42,1460.12,52.47
2023-01-01,B0NS22DM2W,0,Low Buy Box,2124,3060,1.84,39,1985.28,45.32
2023-02-01,B0NS22DM2W,0,Low Buy Box,1473,1673,0.07,1,33.62,96.69
2023-03-01,B0NS22DM2W,0,High Buy Box,1162,1382,1.12,13,551.99,70.92
2023-04-01,B0NS22DM2W,0,Low Buy Box,2832,4068,0.14,4,108.42,31.33
2023-05-01,B0NS22DM2W,0,Low Buy Box,1122,1201,3.12,35,2012.6,52.08
2023-06-01,B0NS22DM2W,0,High Buy Box,3466,5081,0.35,12,547.23,35.26
2023-07-01,B0NS22DM2W,0,Low Buy Box,351,523,3.13,11,306.26,28.15
2023-08-01,B0NS22DM2W,0,Low Buy Box,1159,1477,0.26,3,89.15,29.43
2023-09-01,B0NS22DM2W,0,High Buy Box,1670,2320,0.3,5,120.86,2.3
2023-10-01,B0NS22DM2W,0,High Buy Box,1715,1845,0.41,7,299.67,39.91
2023-11-01,B0NS22DM2W,0,High Buy Box,84,118,2.38,2,51.38,71.55
2023-12-01,B0NS22DM2W,0,High Buy Box,4527,5799,0.57,26,1070.41,66.81
2024-01-01,B0NS22DM2W,0,High Buy Box,3228,4398,0.53,17,698.24,81.89
2022-04-01,B02EDC2BCC,0,High Buy Box,2975,3746,0.27,8,293.96,58.3
2022-05-01,B02EDC2BCC,0,Low Buy Box,350,414,5.14,18,933.58,71.61
2022-06-01,B02EDC2BCC,0,High Buy Box,135,162,6.67,9,417.84,52.8
2022-07-01,B02EDC2BCC,0,Low Buy Box,1568,1866,5.74,90,3335.73,37.42
2022-08-01,B02EDC2BCC,0,Low Buy Box,1282,1481,0.55,7,215.29,76.73
2022-09-01,B02EDC2BCC,0,Low Buy Box,1388,1852,0.86,12,420.21,34.93
2022-10-01,B02EDC2BCC,0,High Buy Box,1244,1545,0.72,9,132.83,59.8
2022-11-01,B02EDC2BCC,0,Low Buy Box,2756,3073,0.87,24,1221.24,57.7
2022-12-01,B02EDC2BCC,0,Low Buy Box,7688,8135,0.04,3,91.46,47.48
2023-01-01,B02EDC2BCC,0,Low Buy Box,3351,4053,0.15,5,126.44,27.47
2023-02-01,B02EDC2BCC,0,Low Buy Box,228,350,1.75,4,142.49,54.35
2023-03-01,B02EDC2BCC,0,Low Buy Box,3517,5276,0.03,1,37.35,65.76
2023-04-01,B02EDC2BCC,0,High Buy Box,5306,7090,0.85,45,1916.31,73.39
2023-05-01,B02EDC2BCC,0,High Buy Box,4045,5986,0.4,16,327.92,65.23
2023-06-01,B02EDC2BCC,0,High Buy Box,652,912,8.59,56,1755.27,56.64
2023-07-01,B02EDC2BCC,0,Low Buy Box,1949,3009,0.31,6,226.39,36.7
2023-08-01,B02EDC2BCC,0,High Buy Box,143,187,60.14,86,4903.84,41.74
2023-09-01,B02EDC2BCC,0,Low Buy Box,1299,1948,3.23,42,1698.53,47.02
2023-10-01,B02EDC2BCC,0,Low Buy Box,958,1435,0.31,3,116.97,55.52
2023-11-01,B02EDC2BCC,0,High Buy Box,1949,2534,0.26,5,176.7,63.41
2023-12-01,B02EDC2BCC,0,High Buy Box,2989,4472,0.07,2,27.6,65.62
2024-01-01,B02EDC2BCC,0,Low Buy Box,1093,1618,1.01,11,363.65,26.86
2022-04-01,B0BL444QMY,0,High Buy Box,1580,2112,0.51,8,292.44,88.94
2022-05-01,B0BL444QMY,0,Low Buy Box,1963,2572,0.1,2,117.06,39.34
2022-06-01,B0BL444QMY,0,High Buy Box,2311,2722,2.51,58,2552.69,31.53
2022-07-01,B0BL444QMY,0,Low Buy Box,698,913,2.01,14,786.82,54.12
2022-08-01,B0BL444QMY,0,Low Buy Box,3633,5465,0.96,35,809.6,52.43
2022-09-01,B0BL444QMY,0,Low Buy Box,2092,2615,0.62,13,488.38,47.11
2022-10-01,B0BL444QMY,0,Low Buy Box,2864,3256,0.66,19,462.43,49.45
2022-11-01,B0BL444QMY,0,Low Buy Box,4406,5027,0.64,28,1044.4,44.58
2022-12-01,B0BL444QMY,0,Low Buy Box,751,1045,0.8,6,125.99,21.72
2023-01-01,B0BL444QMY,0,Low Buy Box,909,1207,0.66,6,155.92,32.03
2023-02-01,B0BL444QMY,0,Low Buy Box,2016,2805,0.45,9,152.42,10.96
2023-03-01,B0BL444QMY,0,Low Buy Box,1469,1878,2.11,31,726.88,45.52
2023-04-01,B0BL444QMY,0,High Buy Box,1647,2292,0.55,9,347.38,36.95
2023-05-01,B0BL444QMY,0,High Buy Box,400,502,12.5,50,2582.41,23.27
2023-06-01,B0BL444QMY,0,High Buy Box,1002,1228,1.1,11,616.74,48.8
2023-07-01,B0BL444QMY,0,Low Buy Box,4627,5967,0.45,21,776.68,38.15
2023-08-01,B0BL444QMY,0,Low Buy Box,3507,5043,1.14,40,1460.54,95.02
2023-09-01,B0BL444QMY,0,Low Buy Box,115,130,13.04,15,714.72,61.21
2023-10-01,B0BL444QMY,0,Low Buy Box,1427,2157,3.92,56,957.34,25.8
2023-11-01,B0BL444QMY,0,Low Buy Box,1795,2443,0.78,14,456.32,31.83
2023-12-01,B0BL444QMY,0,Low Buy Box,972,1294,0.62,6,186.07,68.4
2024-01-01,B0BL444QMY,0,Low Buy Box,2072,2203,0.82,17,482.99,14.4
2022-04-01,B04TPGQEA2,0,Low Buy Box,4305,6142,0.63,27,1023.88,91.66
2022-05-01,B04TPGQEA2,0,Low Buy Box,607,851,1.98,12,351.42,19.19
2022-06-01,B04TPGQEA2,0,Low Buy Box,3701,5506,0.0,0,0.0,50.47
2022-07-01,B04TPGQEA2,0,High Buy Box,835,890,1.32,11,570.43,22.23
2022-08-01,B04TPGQEA2,0,Low Buy Box,1756,2427,1.42,25,755.1,58.28
2022-09-01,B04TPGQEA2,0,Low Buy Box,2473,3399,2.51,62,3655.87,18.66
2022-10-01,B04TPGQEA2,0,Low Buy Box,8143,12275,0.54,44,1164.98,73.09
2022-11-01,B04TPGQEA2,0,Low Buy Box,820,907,1.83,15,229.97,87.62
2022-12-01,B04TPGQEA2,0,Low Buy Box,2101,2508,0.71,15,816.33,13.78
2023-01-01,B04TPGQEA2,0,Low Buy Box,896,1211,2.23,20,1017.96,76.84
2023-02-01,B04TPGQEA2,0,Low Buy Box,673,955,0.15,1,45.37,59.2
2023-03-01,B04TPGQEA2,0,Low Buy Box,146,193,2.74,4,125.63,9.88
2023-04-01,B04TPGQEA2,0,Low Buy Box,891,990,1.01,9,131.73,36.17
2023-05-01,B04TPGQEA2,0,Low Buy Box,2808,3139,0.14,4,220.74,14.95
2023-06-01,B04TPGQEA2,0,High Buy Box,4,5,500.0,20,776.91,22.84
2023-07-01,B04TPGQEA2,0,Low Buy Box,2973,4086,1.08,32,1797.99,85.03
2023-08-01,B04TPGQEA2,0,High Buy Box,913,1356,1.97,18,1079.87,34.1
2023-09-01,B04TPGQEA2,0,Low Buy Box,4961,7592,0.2,10,584.36,43.77
2023-10-01,B04TPGQEA2,0,High Buy Box,207,284,17.87,37,567.75,79.45
2023-11-01,B04TPGQEA2,0,Low Buy Box,463,615,3.24,15,291.08,59.14
2023-12-01,B04TPGQEA2,0,Low Buy Box,6708,7525,0.15,10,354.58,15.66
2024-01-01,B04TPGQEA2,0,High Buy Box,3241,4179,0.09,3,56.15,34.92
2022-04-01,B0TPQ8BCM6,0,Low Buy Box,1942,2853,0.26,5,234.02,96.15
2022-05-01,B0TPQ8BCM6,0,Low Buy Box,743,896,0.0,0,0.0,71.38
2022-06-01,B0TPQ8BCM6,0,High Buy Box,2944,4513,0.88,26,557.13,24.61
2022-07-01,B0TPQ8BCM6,0,Low Buy Box,5689,7360,0.18,10,370.78,43.96
2022-08-01,B0TPQ8BCM6,0,High Buy Box,4187,4540,0.17,7,109.71,56.59
2022-09-01,B0TPQ8BCM6,0,Low Buy Box,4485,5178,0.31,14,263.68,19.84
2022-10-01,B0TPQ8BCM6,0,Low Buy Box,3409,4522,0.41,14,577.56,24.79
2022-11-01,B0TPQ8BCM6,0,Low Buy Box,5374,6083,0.15,8,155.18,64.08
2022-12-01,B0TPQ8BCM6,0,High Buy Box,1983,2327,2.47,49,2516.26,67.84
2023-01-01,B0TPQ8BCM6,0,Low Buy Box,742,998,1.48,11,623.55,36.3
2023-02-01,B0TPQ8BCM6,0,Low Buy Box,1894,2340,0.32,6,329.61,71.48
2023-03-01,B0TPQ8BCM6,0,High Buy Box,2078,2751,3.03,63,2680.38,48.59
2023-04-01,B0TPQ8BCM6,0,High Buy Box,914,1198,1.2,11,506.28,64.7
2023-05-01,B0TPQ8BCM6,0,High Buy Box,4400,6499,0.66,29,1071.1,47.75
2023-06-01,B0TPQ8BCM6,0,High Buy Box,3499,4920,0.71,25,749.14,30.99
2023-07-01,B0TPQ8BCM6,0,Low Buy Box,560,850,0.89,5,128.26,14.86
2023-08-01,B0TPQ8BCM6,0,Low Buy Box,1175,1714,0.43,5,287.75,51.34
2023-09-01,B0TPQ8BCM6,0,High Buy Box,2284,3017,0.57,13,552.92,53.34
2023-10-01,B0TPQ8BCM6,0,Low Buy Box,875,921,0.57,5,152.15,16.25
2023-11-01,B0TPQ8BCM6,0,Low Buy Box,4088,6022,0.24,10,372.26,60.77
2023-12-01,B0TPQ8BCM6,0,Low Buy Box,385,562,3.38,13,245.7,75.37
2024-01-01,B0TPQ8BCM6,0,High Buy Box,3787,4844,0.0,0,0.0,28.02
2022-04-01,B0ACWD3SC8,0,Low Buy Box,103,127,21.36,22,795.33,17.04
2022-05-01,B0ACWD3SC8,0,High Buy Box,393,469,5.09,20,494.17,94.86
2022-06-01,B0ACWD3SC8,0,Low Buy Box,8137,8613,0.44,36,1333.53,53.14
2022-07-01,B0ACWD3SC8,0,High Buy Box,291,315,2.41,7,303.92,17.31
2022-08-01,B0ACWD3SC8,0,High Buy Box,3458,5084,0.69,24,858.06,55.83
2022-09-01,B0ACWD3SC8,0,Low Buy Box,566,732,3.89,22,772.53,36.65
2022-10-01,B0ACWD3SC8,0,High Buy Box,2305,3173,0.65,15,453.7,45.75
2022-11-01,B0ACWD3SC8,0,Low Buy Box,8294,11576,0.08,7,270.15,50.09
2022-12-01,B0ACWD3SC8,0,Low Buy Box,581,625,0.52,3,114.21,55.16
2023-01-01,B0ACWD3SC8,0,High Buy Box,98,147,76.53,75,3882.11,60.58
2023-02-01,B0ACWD3SC8,0,High Buy Box,1638,2006,0.49,8,296.06,72.52
2023-03-01,B0ACWD3SC8,0,Low Buy Box,7651,8859,0.44,34,1849.06,22.14
2023-04-01,B0ACWD3SC8,0,Low Buy Box,1316,1786,0.91,12,308.44,42.98
2023-05-01,B0ACWD3SC8,0,Low Buy Box,371,435,4.85,18,394.29,15.5
2023-06-01,B0ACWD3SC8,0,Low Buy Box,2408,3543,2.28,55,2646.17,43.39
2023-07-01,B0ACWD3SC8,0,Low Buy Box,1689,2588,0.36,6,258.57,69.42
2023-08-01,B0ACWD3SC8,0,Low Buy Box,1482,1743,1.15,17,1039.35,60.59
2023-09-01,B0ACWD3SC8,0,High Buy Box,451,666,4.43,20,800.5,33.41
2023-10-01,B0ACWD3SC8,0,High Buy Box,2964,4156,1.86,55,2882.98,58.41
2023-11-01,B0ACWD3SC8,0,High Buy Box,1529,1679,1.9,29,1354.02,65.02
2023-12-01,B0ACWD3SC8,0,Low Buy Box,1870,2026,0.32,6,207.98,14.23
2024-01-01,B0ACWD3SC8,0,High Buy Box,290,362,10.0,29,841.69,70.76
2022-04-01,B01JNGR6V1,0,Low Buy Box,632,869,10.28,65,2374.63,51.3
2022-05-01,B01JNGR6V1,0,Low Buy Box,1111,1282,4.77,53,2075.18,83.78
2022-06-01,B01JNGR6V1,0,Low Buy Box,1251,1625,0.8,10,190.67,58.1
2022-07-01,B01JNGR6V1,0,Low Buy Box,929,1049,0.65,6,149.89,41.35
2022-08-01,B01JNGR6V1,0,Low Buy Box,953,1051,1.05,10,264.76,49.04
2022-09-01,B01JNGR6V1,0,Low Buy Box,1426,1848,3.02,43,1846.34,47.48
2022-10-01,B01JNGR6V1,0,Low Buy Box,308,363,5.19,16,498.41,23.16
2022-11-01,B01JNGR6V1,0,High Buy Box,1592,2014,1.63,26,932.58,34.01
2022-12-01,B01JNGR6V1,0,High Buy Box,278,388,24.1,67,1997.25,33.32
2023-01-01,B01JNGR6V1,0,Low Buy Box,9191,13356,0.3,28,1055.63,26.52
2023-02-01,B01JNGR6V1,0,Low Buy Box,1107,1399,1.72,19,807.61,71.9
2023-03-01,B01JNGR6V1,0,High Buy Box,3013,4616,1.53,46,1481.79,41.89
2023-04-01,B01JNGR6V1,0,Low Buy Box,244,328,3.28,8,359.45,47.74
2023-05-01,B01JNGR6V1,0,High Buy Box,1112,1601,1.8,20,598.76,80.61
2023-06-01,B01JNGR6V1,0,Low Buy Box,8065,9143,0.29,23,1139.12,23.97
2023-07-01,B01JNGR6V1,0,Low Buy Box,1225,1659,0.16,2,54.8,50.37
2023-08-01,B01JNGR6V1,0,Low Buy Box,591,871,2.37,14,397.08,50.53
