report_date,child_asin,ppc_product,sessions_total_B2C,page_views_total_B2C,unit_session_percentage_B2C,units_ordered_B2C,ordered_product_sales_B2C,featured_offer_buy_box_percentage_B2C,segment,buy_box_group3
2024-01-01,B05S85AJV5,0,5950,8565,0.2,12,265.36,81.92,B2C,Low Buy Box
2022-04-01,B0AKGJEBWB,1,3134,3377,0.61,19,417.68,-3.39,B2C,Low Buy Box
2022-05-01,B0AKGJEBWB,1,1046,1383,1.63,17,768.25,14.59,B2C,Low Buy Box
2022-06-01,B0AKGJEBWB,1,9444,10873,0.04,4,214.58,2.71,B2C,Low Buy Box
2022-07-01,B0AKGJEBWB,1,3998,5937,1.33,53,2369.8,58.8,B2C,Low Buy Box
2022-08-01,B0AKGJEBWB,1,15657,22264,0.05,8,226.69,8.34,B2C,Low Buy Box
2022-09-01,B0AKGJEBWB,1,561,637,2.67,15,306.29,86.5,B2C,Low Buy Box
2022-10-01,B0AKGJEBWB,1,732,1102,1.64,12,273.65,8.8,B2C,Low Buy Box
2022-11-01,B0AKGJEBWB,1,5167,7748,0.43,22,1213.43,2.63,B2C,Low Buy Box
2022-12-01,B0AKGJEBWB,1,276,326,1.45,4,201.96,20.85,B2C,Low Buy Box
2023-01-01,B0AKGJEBWB,1,4634,5969,0.04,2,82.81,61.57,B2C,Low Buy Box
2023-02-01,B0AKGJEBWB,1,1066,1389,6.94,74,4165.74,70.07,B2C,Low Buy Box
2023-03-01,B0AKGJEBWB,1,1732,2054,0.35,6,173.38,-7.96,B2C,Low Buy Box
2023-04-01,B0AKGJEBWB,1,5473,8329,0.51,28,1561.06,44.31,B2C,Low Buy Box
2023-05-01,B0AKGJEBWB,1,789,851,1.52,12,595.29,-8.9,B2C,Low Buy Box
2023-06-01,B0AKGJEBWB,1,1683,2009,0.42,7,187.16,92.98,B2C,Low Buy Box
2023-07-01,B0AKGJEBWB,1,535,572,0.93,5,98.14,35.08,B2C,Low Buy Box
2023-08-01,B0AKGJEBWB,1,6690,8520,0.49,33,1532.19,37.61,B2C,Low Buy Box
2023-09-01,B0AKGJEBWB,1,2997,3469,0.3,9,299.24,74.32,B2C,Low Buy Box
2023-10-01,B0AKGJEBWB,1,8408,12585,0.31,26,1077.52,72.47,B2C,Low Buy Box
2023-11-01,B0AKGJEBWB,1,4519,6176,0.02,1,22.62,86.22,B2C,Low Buy Box
2023-12-01,B0AKGJEBWB,1,235,292,8.09,19,338.16,89.61,B2C,Low Buy Box
2024-01-01,B0AKGJEBWB,1,6816,7641,0.23,16,251.31,-2.67,B2C,Low Buy Box
2022-04-01,B0WE1Y9Y03,1,11616,12627,0.36,42,1877.89,37.79,B2C,Low Buy Box
2022-05-01,B0WE1Y9Y03,1,3235,5005,0.46,15,434.39,18.83,B2C,High Buy Box
2022-06-01,B0WE1Y9Y03,1,217,295,0.46,1,49.16,95.65,B2C,Low Buy Box
2022-07-01,B0WE1Y9Y03,1,828,1161,4.71,39,2129.92,96.65,B2C,Low Buy Box
2022-08-01,B0WE1Y9Y03,1,939,1261,0.53,5,236.5,19.25,B2C,Low Buy Box
2022-09-01,B0WE1Y9Y03,1,130,149,5.38,7,172.74,0.9,B2C,Low Buy Box
2022-10-01,B0WE1Y9Y03,1,619,841,0.65,4,159.74,58.17,B2C,Low Buy Box
2022-11-01,B0WE1Y9Y03,1,107,157,8.41,9,535.9,-6.87,B2C,Low Buy Box
2022-12-01,B0WE1Y9Y03,1,3188,4919,0.13,4,120.85,88.19,B2C,Low Buy Box
2023-01-01,B0WE1Y9Y03,1,2172,3222,1.06,23,713.88,95.45,B2C,High Buy Box
2023-02-01,B0WE1Y9Y03,1,415,447,1.2,5,100.85,52.96,B2C,Low Buy Box
2023-03-01,B0WE1Y9Y03,1,398,572,8.79,35,1950.89,4.37,B2C,Low Buy Box
2023-04-01,B0WE1Y9Y03,1,34,43,8.82,3,180.39,23.64,B2C,Low Buy Box
2023-05-01,B0WE1Y9Y03,1,111,122,4.5,5,162.32,16.64,B2C,Low Buy Box
2023-06-01,B0WE1Y9Y03,1,247,381,2.02,5,157.59,-3.39,B2C,Low Buy Box
2023-07-01,B0WE1Y9Y03,1,92,119,6.52,6,166.21,0.48,B2C,Low Buy Box
2023-08-01,B0WE1Y9Y03,1,724,760,4.01,29,1565.35,12.58,B2C,Low Buy Box
2023-09-01,B0WE1Y9Y03,1,2089,2606,0.05,1,32.22,81.28,B2C,Low Buy Box
2023-10-01,B0WE1Y9Y03,1,1543,2355,0.06,1,19.91,87.19,B2C,Low Buy Box
2023-11-01,B0WE1Y9Y03,1,2126,3214,1.79,38,2336.21,71.13,B2C,Low Buy Box
2023-12-01,B0WE1Y9Y03,1,1422,2015,1.69,24,1255.49,36.23,B2C,Low Buy Box
2024-01-01,B0WE1Y9Y03,1,6187,7314,0.47,29,1042.32,28.18,B2C,Low Buy Box
2022-04-01,B0AMRK0F43,0,737,924,1.49,11,543.48,24.44,B2C,High Buy Box
2022-05-01,B0AMRK0F43,0,2121,3185,2.17,46,787.62,50.94,B2C,Low Buy Box
2022-06-01,B0AMRK0F43,0,1145,1305,1.48,17,785.46,79.08,B2C,Low Buy Box
2022-07-01,B0AMRK0F43,0,378,525,0.53,2,101.61,3.27,B2C,Low Buy Box
2022-08-01,B0AMRK0F43,0,4311,5564,0.28,12,369.06,24.52,B2C,Low Buy Box
2022-09-01,B0AMRK0F43,0,3123,4800,0.35,11,213.15,34.99,B2C,Low Buy Box
2022-10-01,B0AMRK0F43,0,4300,6397,0.51,22,401.36,-8.3,B2C,Low Buy Box
2022-11-01,B0AMRK0F43,0,2022,2986,1.98,40,1539.32,81.12,B2C,Low Buy Box
2022-12-01,B0AMRK0F43,0,3865,4703,0.1,4,115.31,19.91,B2C,Low Buy Box
2023-01-01,B0AMRK0F43,0,1432,2179,1.33,19,355.93,73.49,B2C,Low Buy Box
2023-02-01,B0AMRK0F43,0,151,214,24.5,37,1158.1,21.94,B2C,Low Buy Box
2023-03-01,B0AMRK0F43,0,1245,1757,2.65,33,670.7,13.26,B2C,Low Buy Box
2023-04-01,B0AMRK0F43,0,143,214,0.0,0,0.0,27.09,B2C,Low Buy Box
2023-05-01,B0AMRK0F43,0,128,185,32.81,42,1427.25,85.35,B2C,Low Buy Box
2023-06-01,B0AMRK0F43,0,324,404,2.47,8,251.49,3.21,B2C,Low Buy Box
2023-07-01,B0AMRK0F43,0,133,148,12.78,17,722.01,52.07,B2C,Low Buy Box
2023-08-01,B0AMRK0F43,0,1625,2277,2.95,48,2537.94,91.48,B2C,Low Buy Box
2023-09-01,B0AMRK0F43,0,1234,1457,0.65,8,265.35,28.7,B2C,Low Buy Box
2023-10-01,B0AMRK0F43,0,179,216,11.73,21,426.14,38.81,B2C,High Buy Box
2023-11-01,B0AMRK0F43,0,762,1125,3.02,23,1094.35,53.23,B2C,Low Buy Box
2023-12-01,B0AMRK0F43,0,2008,2408,0.7,14,760.07,-5.0,B2C,Low Buy Box
2024-01-01,B0AMRK0F43,0,1980,2838,0.15,3,155.43,70.94,B2C,Low Buy Box
2022-04-01,B0C36TC37W,0,1977,2776,0.46,9,229.62,92.02,B2C,Low Buy Box
2022-05-01,B0C36TC37W,0,3883,5266,0.64,25,1310.51,-6.12,B2C,Low Buy Box
2022-06-01,B0C36TC37W,0,5734,7552,0.45,26,1137.9,37.27,B2C,High Buy Box
2022-07-01,B0C36TC37W,0,731,855,0.14,1,19.77,46.8,B2C,Low Buy Box
2022-08-01,B0C36TC37W,0,1952,2671,0.2,4,179.55,62.13,B2C,Low Buy Box
2022-09-01,B0C36TC37W,0,757,805,4.49,34,551.57,-8.29,B2C,High Buy Box
2022-10-01,B0C36TC37W,0,576,679,1.91,11,371.05,62.08,B2C,Low Buy Box
2022-11-01,B0C36TC37W,0,3819,5186,0.26,10,494.68,66.98,B2C,Low Buy Box
2022-12-01,B0C36TC37W,0,4264,5120,0.19,8,308.36,58.65,B2C,High Buy Box
2023-01-01,B0C36TC37W,0,566,650,6.54,37,1010.67,-4.45,B2C,Low Buy Box
2023-02-01,B0C36TC37W,0,2948,4265,0.88,26,1149.84,-3.61,B2C,Low Buy Box
2023-03-01,B0C36TC37W,0,1317,1425,3.72,49,2501.15,89.24,B2C,Low Buy Box
2023-04-01,B0C36TC37W,0,114,171,55.26,63,1157.53,-8.91,B2C,Low Buy Box
2023-05-01,B0C36TC37W,0,1506,2072,0.0,0,0.0,7.7,B2C,High Buy Box
2023-06-01,B0C36TC37W,0,2476,2645,0.53,13,408.46,71.96,B2C,Low Buy Box
2023-07-01,B0C36TC37W,0,3624,4284,0.11,4,74.55,-0.25,B2C,Low Buy Box
2023-08-01,B0C36TC37W,0,193,263,3.63,7,106.7,35.99,B2C,High Buy Box
2023-09-01,B0C36TC37W,0,1948,2195,0.46,9,555.75,-7.63,B2C,Low Buy Box
2023-10-01,B0C36TC37W,0,2328,3162,0.39,9,134.42,-0.79,B2C,Low Buy Box
2023-11-01,B0C36TC37W,0,483,560,1.45,7,114.83,34.9,B2C,Low Buy Box
2023-12-01,B0C36TC37W,0,4731,5696,0.17,8,462.09,74.98,B2C,Low Buy Box
2024-01-01,B0C36TC37W,0,2770,3089,0.04,1,48.13,-6.11,B2C,Low Buy Box
2022-04-01,B07QY97EFC,1,2505,3528,0.64,16,416.58,52.34,B2C,Low Buy Box
2022-05-01,B07QY97EFC,1,969,1367,2.48,24,421.86,98.14,B2C,Low Buy Box
2022-06-01,B07QY97EFC,1,2926,3387,0.65,19,1014.04,21.76,B2C,Low Buy Box
2022-07-01,B07QY97EFC,1,1881,2658,0.0,0,0.0,98.15,B2C,Low Buy Box
2022-08-01,B07QY97EFC,1,112,124,0.0,0,0.0,-2.81,B2C,Low Buy Box
2022-09-01,B07QY97EFC,1,4910,6731,0.37,18,1007.12,85.26,B2C,High Buy Box
2022-10-01,B07QY97EFC,1,398,508,2.01,8,399.04,75.42,B2C,Low Buy Box
2022-11-01,B07QY97EFC,1,1608,1923,1.37,22,1195.23,69.19,B2C,Low Buy Box
2022-12-01,B07QY97EFC,1,1431,1946,0.07,1,61.9,-1.31,B2C,High Buy Box
2023-01-01,B07QY97EFC,1,983,1415,0.92,9,391.29,13.35,B2C,Low Buy Box
2023-02-01,B07QY97EFC,1,3587,5164,0.14,5,116.16,36.75,B2C,Low Buy Box
2023-03-01,B07QY97EFC,1,2172,2785,0.51,11,384.93,-2.58,B2C,Low Buy Box
2023-04-01,B07QY97EFC,1,1270,1400,0.31,4,126.54,84.25,B2C,Low Buy Box
2023-05-01,B07QY97EFC,1,3434,4665,0.03,1,61.61,12.88,B2C,High Buy Box
2023-06-01,B07QY97EFC,1,1301,1984,5.15,67,2906.01,24.46,B2C,Low Buy Box
2023-07-01,B07QY97EFC,1,490,529,1.63,8,467.75,-2.04,B2C,Low Buy Box
2023-08-01,B07QY97EFC,1,1861,2420,0.91,17,812.73,-1.15,B2C,High Buy Box
2023-09-01,B07QY97EFC,1,644,759,2.48,16,528.14,23.7,B2C,Low Buy Box
2023-10-01,B07QY97EFC,1,3071,3575,0.52,16,823.5,44.0,B2C,Low Buy Box
2023-11-01,B07QY97EFC,1,3164,4199,2.81,89,3592.27,27.42,B2C,Low Buy Box
2023-12-01,B07QY97EFC,1,1914,2172,3.24,62,1151.12,53.5,B2C,High Buy Box
2024-01-01,B07QY97EFC,1,1060,1485,0.47,5,117.73,9.88,B2C,Low Buy Box
2022-04-01,B021D5WPXQ,0,3202,4088,0.0,0,0.0,16.28,B2C,Low Buy Box
2022-05-01,B021D5WPXQ,0,1026,1354,1.07,11,451.41,45.66,B2C,Low Buy Box
2022-06-01,B021D5WPXQ,0,5416,6736,0.15,8,439.48,10.64,B2C,Low Buy Box
2022-07-01,B021D5WPXQ,0,3403,4127,0.06,2,83.2,12.51,B2C,Low Buy Box
2022-08-01,B021D5WPXQ,0,4754,5521,0.06,3,73.79,77.12,B2C,Low Buy Box
2022-09-01,B021D5WPXQ,0,559,691,1.79,10,581.97,65.07,B2C,Low Buy Box
2022-10-01,B021D5WPXQ,0,3137,3551,0.45,14,580.44,43.1,B2C,Low Buy Box
2022-11-01,B021D5WPXQ,0,956,1299,3.35,32,1036.52,62.48,B2C,Low Buy Box
2022-12-01,B021D5WPXQ,0,8455,12611,0.09,8,395.55,53.67,B2C,Low Buy Box
2023-01-01,B021D5WPXQ,0,8108,8515,0.14,11,169.3,5.31,B2C,Low Buy Box
2023-02-01,B021D5WPXQ,0,4679,6172,0.04,2,35.4,42.06,B2C,Low Buy Box
2023-03-01,B021D5WPXQ,0,3366,4960,1.04,35,1862.74,-4.47,B2C,High Buy Box
2023-04-01,B021D5WPXQ,0,4359,6135,1.08,47,1377.22,-4.43,B2C,Low Buy Box
2023-05-01,B021D5WPXQ,0,2705,3654,0.18,5,164.26,82.02,B2C,Low Buy Box
2023-06-01,B021D5WPXQ,0,1752,2068,1.14,20,1216.34,39.59,B2C,High Buy Box
2023-07-01,B021D5WPXQ,0,3991,5258,0.68,27,1369.04,45.1,B2C,High Buy Box
2023-08-01,B021D5WPXQ,0,2551,3192,0.04,1,54.57,11.27,B2C,Low Buy Box
2023-09-01,B021D5WPXQ,0,859,1031,1.63,14,673.53,4.35,B2C,Low Buy Box
2023-10-01,B021D5WPXQ,0,2328,3139,1.2,28,700.33,42.86,B2C,Low Buy Box
2023-11-01,B021D5WPXQ,0,199,286,11.56,23,1124.21,61.46,B2C,Low Buy Box
2023-12-01,B021D5WPXQ,0,144,161,33.33,48,820.49,68.57,B2C,Low Buy Box
2024-01-01,B021D5WPXQ,0,811,909,2.71,22,1034.22,37.84,B2C,High Buy Box
2022-04-01,B0CCY38SKE,0,1422,1644,1.97,28,904.01,-6.17,B2C,Low Buy Box
2022-05-01,B0CCY38SKE,0,662,856,2.11,14,522.0,48.74,B2C,Low Buy Box
2022-06-01,B0CCY38SKE,0,2180,2903,1.01,22,971.21,91.47,B2C,Low Buy Box
2022-07-01,B0CCY38SKE,0,154,164,7.14,11,570.47,52.24,B2C,Low Buy Box
2022-08-01,B0CCY38SKE,0,704,993,0.71,5,255.91,40.83,B2C,Low Buy Box
2022-09-01,B0CCY38SKE,0,151,170,3.31,5,100.51,-6.79,B2C,Low Buy Box
2022-10-01,B0CCY38SKE,0,662,910,1.51,10,518.8,86.42,B2C,Low Buy Box
2022-11-01,B0CCY38SKE,0,866,1285,2.08,18,490.62,31.27,B2C,Low Buy Box
2022-12-01,B0CCY38SKE,0,843,1052,3.56,30,1414.34,91.49,B2C,High Buy Box
2023-01-01,B0CCY38SKE,0,88,129,31.82,28,1583.13,42.47,B2C,Low Buy Box
2023-02-01,B0CCY38SKE,0,3992,6032,0.98,39,907.61,58.68,B2C,Low Buy Box
2023-03-01,B0CCY38SKE,0,2118,2888,0.24,5,124.75,70.86,B2C,Low Buy Box
2023-04-01,B0CCY38SKE,0,2813,3109,0.68,19,379.21,80.37,B2C,High Buy Box
2023-05-01,B0CCY38SKE,0,787,934,4.19,33,509.58,56.23,B2C,Low Buy Box
2023-06-01,B0CCY38SKE,0,3591,5419,0.64,23,486.22,36.82,B2C,High Buy Box
2023-07-01,B0CCY38SKE,0,9131,10782,0.91,83,2595.27,92.71,B2C,Low Buy Box
2023-08-01,B0CCY38SKE,0,484,696,1.86,9,231.72,2.86,B2C,Low Buy Box
2023-09-01,B0CCY38SKE,0,1897,2486,0.42,8,367.99,77.54,B2C,Low Buy Box
2023-10-01,B0CCY38SKE,0,31,33,151.61,47,1304.23,-1.28,B2C,Low Buy Box
2023-11-01,B0CCY38SKE,0,1730,2306,1.27,22,334.1,50.8,B2C,Low Buy Box
2023-12-01,B0CCY38SKE,0,526,705,2.47,13,719.67,27.2,B2C,Low Buy Box
2024-01-01,B0CCY38SKE,0,3917,5202,0.71,28,1680.79,89.1,B2C,Low Buy Box
2022-04-01,B0GRZQR7NB,0,10559,13044,0.13,14,440.64,63.18,B2C,Low Buy Box
2022-05-01,B0GRZQR7NB,0,398,449,2.01,8,222.54,1.81,B2C,Low Buy Box
2022-06-01,B0GRZQR7NB,0,1490,2071,0.13,2,109.52,13.94,B2C,Low Buy Box
2022-07-01,B0GRZQR7NB,0,4698,6946,0.32,15,245.96,52.73,B2C,Low Buy Box
2022-08-01,B0GRZQR7NB,0,7857,8448,0.08,6,370.77,61.01,B2C,Low Buy Box
2022-09-01,B0GRZQR7NB,0,1351,2091,1.63,22,366.14,17.35,B2C,High Buy Box
2022-10-01,B0GRZQR7NB,0,152,176,2.63,4,111.16,46.2,B2C,Low Buy Box
2022-11-01,B0GRZQR7NB,0,1869,2019,1.34,25,794.96,43.21,B2C,High Buy Box
2022-12-01,B0GRZQR7NB,0,2942,3146,2.04,60,1879.01,28.93,B2C,High Buy Box
2023-01-01,B0GRZQR7NB,0,49,53,10.2,5,211.28,78.59,B2C,Low Buy Box
2023-02-01,B0GRZQR7NB,0,1017,1311,1.38,14,531.26,60.01,B2C,Low Buy Box
2023-03-01,B0GRZQR7NB,0,1697,2496,0.06,1,44.2,91.7,B2C,Low Buy Box
2023-04-01,B0GRZQR7NB,0,3411,4807,0.56,19,942.8,59.26,B2C,Low Buy Box
2023-05-01,B0GRZQR7NB,0,1848,2679,1.52,28,465.46,49.54,B2C,Low Buy Box
2023-06-01,B0GRZQR7NB,0,1915,2091,0.0,0,0.0,13.23,B2C,High Buy Box
2023-07-01,B0GRZQR7NB,0,3789,4769,0.29,11,642.13,50.7,B2C,Low Buy Box
2023-08-01,B0GRZQR7NB,0,1004,1157,2.09,21,806.38,1.91,B2C,Low Buy Box
2023-09-01,B0GRZQR7NB,0,1811,2288,2.6,47,1212.94,79.56,B2C,Low Buy Box
2023-10-01,B0GRZQR7NB,0,1154,1612,0.52,6,270.69,21.2,B2C,Low Buy Box
2023-11-01,B0GRZQR7NB,0,1832,2142,3.06,56,3333.17,82.75,B2C,Low Buy Box
2023-12-01,B0GRZQR7NB,0,3147,4066,1.18,37,1826.81,62.57,B2C,Low Buy Box
2024-01-01,B0GRZQR7NB,0,3584,4679,0.08,3,148.83,24.64,B2C,Low Buy Box
2022-04-01,B0CDQB3336,0,446,476,0.45,2,47.39,4.78,B2C,Low Buy Box
2022-05-01,B0CDQB3336,0,1573,1920,0.38,6,167.07,3.74,B2C,High Buy Box
2022-06-01,B0CDQB3336,0,509,602,0.0,0,0.0,29.72,B2C,Low Buy Box
2022-07-01,B0CDQB3336,0,3099,4540,0.87,27,710.1,2.14,B2C,Low Buy Box
2022-08-01,B0CDQB3336,0,1887,2546,1.11,21,1173.82,85.02,B2C,Low Buy Box
2022-09-01,B0CDQB3336,0,79,112,35.44,28,820.06,67.27,B2C,High Buy Box
2022-10-01,B0CDQB3336,0,138,207,42.03,58,2143.23,64.23,B2C,Low Buy Box
2022-11-01,B0CDQB3336,0,461,622,0.87,4,169.95,89.48,B2C,Low Buy Box
2022-12-01,B0CDQB3336,0,132,195,42.42,56,2571.25,98.32,B2C,Low Buy Box
2023-01-01,B0CDQB3336,0,2039,2216,1.18,24,1131.53,72.63,B2C,Low Buy Box
2023-02-01,B0CDQB3336,0,1236,1456,0.97,12,511.56,49.08,B2C,Low Buy Box
2023-03-01,B0CDQB3336,0,92,134,14.13,13,294.05,-6.46,B2C,Low Buy Box
2023-04-01,B0CDQB3336,0,2922,3660,0.31,9,346.02,46.03,B2C,High Buy Box
2023-05-01,B0CDQB3336,0,2321,2492,0.3,7,173.13,17.16,B2C,Low Buy Box
2023-06-01,B0CDQB3336,0,867,1281,0.81,7,311.68,46.55,B2C,Low Buy Box
2023-07-01,B0CDQB3336,0,326,449,7.98,26,510.84,80.57,B2C,Low Buy Box
2023-08-01,B0CDQB3336,0,565,680,4.42,25,841.7,17.02,B2C,Low Buy Box
2023-09-01,B0CDQB3336,0,1447,2073,2.76,40,1292.22,65.21,B2C,Low Buy Box
2023-10-01,B0CDQB3336,0,8449,9610,0.32,27,1216.1,77.97,B2C,Low Buy Box
2023-11-01,B0CDQB3336,0,2617,3688,0.57,15,873.48,73.83,B2C,Low Buy Box
2023-12-01,B0CDQB3336,0,1737,2006,0.63,11,223.86,-4.91,B2C,Low Buy Box
2024-01-01,B0CDQB3336,0,3968,5013,0.53,21,1078.68,61.49,B2C,Low Buy Box
2022-04-01,B02C5H3M0Y,0,1481,2093,0.47,7,147.57,-0.31,B2C,Low Buy Box
2022-05-01,B02C5H3M0Y,0,3611,4432,0.06,2,93.25,56.92,B2C,Low Buy Box
2022-06-01,B02C5H3M0Y,0,333,368,4.5,15,644.32,39.2,B2C,Low Buy Box
2022-07-01,B02C5H3M0Y,0,3036,4624,0.13,4,119.35,57.91,B2C,Low Buy Box
2022-08-01,B02C5H3M0Y,0,448,642,0.22,1,32.7,33.6,B2C,Low Buy Box
2022-09-01,B02C5H3M0Y,0,555,768,3.6,20,614.23,12.51,B2C,High Buy Box
2022-10-01,B02C5H3M0Y,0,3252,4409,0.62,20,1034.35,26.0,B2C,Low Buy Box
2022-11-01,B02C5H3M0Y,0,1835,2595,1.14,21,1143.88,29.61,B2C,Low Buy Box
2022-12-01,B02C5H3M0Y,0,1840,2653,0.76,14,781.63,42.91,B2C,Low Buy Box
2023-01-01,B02C5H3M0Y,0,3666,4242,0.05,2,77.1,42.6,B2C,Low Buy Box
2023-02-01,B02C5H3M0Y,0,4770,7313,0.15,7,170.09,8.64,B2C,High Buy Box
2023-03-01,B02C5H3M0Y,0,430,491,5.58,24,1262.71,24.15,B2C,Low Buy Box
2023-04-01,B02C5H3M0Y,0,941,1083,3.83,36,2208.14,60.63,B2C,Low Buy Box
2023-05-01,B02C5H3M0Y,0,746,1010,4.02,30,764.36,22.4,B2C,Low Buy Box
2023-06-01,B02C5H3M0Y,0,469,660,5.33,25,595.31,70.84,B2C,Low Buy Box
2023-07-01,B02C5H3M0Y,0,2412,3457,0.83,20,1132.31,35.4,B2C,High Buy Box
2023-08-01,B02C5H3M0Y,0,528,712,0.57,3,170.69,38.43,B2C,Low Buy Box
2023-09-01,B02C5H3M0Y,0,2287,2545,1.05,24,1167.81,91.4,B2C,Low Buy Box
2023-10-01,B02C5H3M0Y,0,897,1231,0.11,1,49.83,7.37,B2C,Low Buy Box
2023-11-01,B02C5H3M0Y,0,5120,6104,0.2,10,600.55,76.32,B2C,Low Buy Box
2023-12-01,B02C5H3M0Y,0,2027,2485,1.92,39,1728.75,91.02,B2C,Low Buy Box
2024-01-01,B02C5H3M0Y,0,1952,2740,2.92,57,2415.65,21.17,B2C,Low Buy Box
2022-04-01,B072922916,0,863,990,2.55,22,784.47,84.56,B2C,Low Buy Box
2022-05-01,B072922916,0,8151,9757,0.01,1,57.84,14.31,B2C,Low Buy Box
2022-06-01,B072922916,0,5201,7255,0.06,3,142.91,52.14,B2C,Low Buy Box
2022-07-01,B072922916,0,1479,2087,0.2,3,177.28,6.68,B2C,Low Buy Box
2022-08-01,B072922916,0,4299,5508,0.42,18,626.72,27.44,B2C,Low Buy Box
2022-09-01,B072922916,0,3938,4597,0.05,2,46.14,58.07,B2C,Low Buy Box
2022-10-01,B072922916,0,1515,2119,0.13,2,34.92,87.48,B2C,Low Buy Box
2022-11-01,B072922916,0,1844,2092,0.92,17,254.26,67.84,B2C,Low Buy Box
2022-12-01,B072922916,0,3955,5774,0.61,24,1051.53,12.57,B2C,Low Buy Box
2023-01-01,B072922916,0,1498,1591,2.54,38,1762.95,88.07,B2C,High Buy Box
2023-02-01,B072922916,0,360,508,0.0,0,0.0,-9.71,B2C,Low Buy Box
2023-03-01,B072922916,0,3519,4251,0.2,7,387.7,63.99,B2C,Low Buy Box
2023-04-01,B072922916,0,2746,3686,0.4,11,207.04,45.98,B2C,Low Buy Box
2023-05-01,B072922916,0,1351,1966,3.92,53,2072.51,91.0,B2C,Low Buy Box
2023-06-01,B072922916,0,2316,2677,0.43,10,588.71,92.65,B2C,Low Buy Box
2023-07-01,B072922916,0,2930,3079,0.14,4,148.59,21.16,B2C,Low Buy Box
2023-08-01,B072922916,0,1104,1662,2.17,24,992.66,26.64,B2C,Low Buy Box
2023-09-01,B072922916,0,7187,8522,0.11,8,172.64,89.85,B2C,Low Buy Box
2023-10-01,B072922916,0,378,398,0.79,3,140.57,79.11,B2C,Low Buy Box
2023-11-01,B072922916,0,691,973,0.29,2,63.37,49.47,B2C,Low Buy Box
2023-12-01,B072922916,0,1791,1970,0.78,14,495.41,62.17,B2C,Low Buy Box
2024-01-01,B072922916,0,542,712,6.09,33,1068.47,14.4,B2C,High Buy Box
2022-04-01,B0BSDJDX8S,0,1058,1139,0.0,0,0.0,80.08,B2C,Low Buy Box
2022-05-01,B0BSDJDX8S,0,462,625,3.68,17,302.34,78.68,B2C,Low Buy Box
2022-06-01,B0BSDJDX8S,0,1554,1661,2.45,38,1143.66,92.91,B2C,Low Buy Box
2022-07-01,B0BSDJDX8S,0,640,956,0.78,5,297.21,12.81,B2C,Low Buy Box
2022-08-01,B0BSDJDX8S,0,942,1135,2.02,19,839.33,70.86,B2C,Low Buy Box
2022-09-01,B0BSDJDX8S,0,4455,6384,0.07,3,123.73,74.5,B2C,Low Buy Box
2022-10-01,B0BSDJDX8S,0,1504,1882,0.0,0,0.0,94.78,B2C,Low Buy Box
2022-11-01,B0BSDJDX8S,0,722,807,0.55,4,214.04,52.8,B2C,Low Buy Box
2022-12-01,B0BSDJDX8S,0,5227,6109,0.34,18,255.96,80.3,B2C,High Buy Box
2023-01-01,B0BSDJDX8S,0,1027,1422,0.0,0,0.0,33.91,B2C,Low Buy Box
2023-02-01,B0BSDJDX8S,0,2766,4009,0.07,2,51.9,41.66,B2C,Low Buy Box
2023-03-01,B0BSDJDX8S,0,118,140,2.54,3,122.04,18.73,B2C,Low Buy Box
2023-04-01,B0BSDJDX8S,0,93,117,37.63,35,1546.28,49.34,B2C,High Buy Box
2023-05-01,B0BSDJDX8S,0,531,661,0.38,2,67.52,-6.89,B2C,Low Buy Box
2023-06-01,B0BSDJDX8S,0,2737,3480,1.35,37,1503.48,84.33,B2C,Low Buy Box
2023-07-01,B0BSDJDX8S,0,6761,7789,0.09,6,228.62,0.78,B2C,Low Buy Box
2023-08-01,B0BSDJDX8S,0,256,322,8.59,22,1225.98,70.93,B2C,Low Buy Box
2023-09-01,B0BSDJDX8S,0,2248,2529,1.07,24,944.57,99.96,B2C,High Buy Box
2023-10-01,B0BSDJDX8S,0,2954,3416,0.37,11,501.68,47.35,B2C,Low Buy Box
2023-11-01,B0BSDJDX8S,0,2912,4434,0.14,4,157.78,64.05,B2C,Low Buy Box
2023-12-01,B0BSDJDX8S,0,1023,1545,1.66,17,844.99,53.39,B2C,Low Buy Box
2024-01-01,B0BSDJDX8S,0,3222,4823,0.53,17,993.08,65.78,B2C,High Buy Box
2022-04-01,B0EVT3KFBQ,0,693,1068,0.58,4,115.99,-5.78,B2C,Low Buy Box
2022-05-01,B0EVT3KFBQ,0,170,220,3.53,6,232.87,87.44,B2C,Low Buy Box
2022-06-01,B0EVT3KFBQ,0,183,275,42.62,78,2324.05,18.62,B2C,Low Buy Box
2022-07-01,B0EVT3KFBQ,0,615,858,2.93,18,1020.42,97.23,B2C,Low Buy Box
2022-08-01,B0EVT3KFBQ,0,431,548,5.1,22,756.58,52.73,B2C,High Buy Box
2022-09-01,B0EVT3KFBQ,0,1194,1402,1.42,17,248.71,75.31,B2C,Low Buy Box
2022-10-01,B0EVT3KFBQ,0,1742,2063,0.11,2,64.86,-3.71,B2C,Low Buy Box
2022-11-01,B0EVT3KFBQ,0,4208,5586,0.1,4,110.48,58.72,B2C,Low Buy Box
2022-12-01,B0EVT3KFBQ,0,1013,1078,2.86,29,1728.07,24.78,B2C,Low Buy Box
2023-01-01,B0EVT3KFBQ,0,1025,1413,0.68,7,417.01,63.93,B2C,Low Buy Box
